POP,DENSITY,GEONAME,state,state,place
2290,102.2237737,"Houston city, Alaska",2,,33800
88,29.22371943,"Hughes city, Alaska",2,,33910
275,16.73318506,"Huslia city, Alaska",2,,34350
400,687.7748125,"Hydaburg city, Alaska",2,,34460
32468,12.01625718,"Juneau city and borough, Alaska",2,,36400
492,289.7008484,"Kachemak city, Alaska",2,,36540
563,62.82391274,"Kake city, Alaska",2,,36770
241,333.7970374,"Kaktovik city, Alaska",2,,36990
185,8.568902585,"Kaltag city, Alaska",2,,37430
50,8.332062608,"Kasaan city, Alaska",2,,37650
7745,270.8857567,"Kenai city, Alaska",2,,38420
8208,1885.820408,"Ketchikan city, Alaska",2,,38970
371,1992.079552,"Kiana city, Alaska",2,,39300
989,38.51727744,"King Cove city, Alaska",2,,39410
383,256.0545735,"Kivalina city, Alaska",2,,39960
796,1037.904109,"Klawock city, Alaska",2,,40400
156,9.618209724,"Kobuk city, Alaska",2,,40840
6191,1781.024158,"Kodiak city, Alaska",2,,40950
620,164.0994183,"Kotlik city, Alaska",2,,41720
3245,121.0032404,"Kotzebue city, Alaska",2,,41830
369,77.38297377,"Koyuk city, Alaska",2,,41940
93,16.59797616,"Koyukuk city, Alaska",2,,42050
26,7.037933635,"Kupreanof city, Alaska",2,,42160
753,74.87386456,"Kwethluk city, Alaska",2,,42380
87,16.14162083,"Larsen Bay city, Alaska",2,,43040
309,252.6415536,"Lower Kalskag city, Alaska",2,,45460
336,7.103309812,"McGrath city, Alaska",2,,46010
447,12.50908892,"Manokotak city, Alaska",2,,46890
445,97.12701092,"Marshall city, Alaska",2,,47000
202,31.7241246,"Mekoryuk city, Alaska",2,,47990
851,187.4144995,"Mountain Village city, Alaska",2,,51180
376,85.28134928,"Napakiak city, Alaska",2,,52390
432,119.1028641,"Napaskiak city, Alaska",2,,52720
376,63.77961795,"Nenana city, Alaska",2,,53050
182,30.83318241,"Newhalen city, Alaska",2,,53270
516,15.88891036,"New Stuyahok city, Alaska",2,,53710
307,3.166203397,"Nightmute city, Alaska",2,,53930
91,19.78896166,"Nikolai city, Alaska",2,,54150
3797,300.5324659,"Nome city, Alaska",2,,54920
158,19.24093922,"Nondalton city, Alaska",2,,55030
686,731.4121506,"Noorvik city, Alaska",2,,55140
2232,535.429079,"North Pole city, Alaska",2,,55910
411,43.62490319,"Nuiqsut city, Alaska",2,,56320
259,6.231337573,"Nulato city, Alaska",2,,56350
200,16.48570341,"Nunam Iqua city, Alaska",2,,56600
526,70.54962709,"Nunapitchuk city, Alaska",2,,56680
218,10.61810502,"Old Harbor city, Alaska",2,,57340
161,28.98014949,"Ouzinkie city, Alaska",2,,58550
7000,1358.138923,"Palmer city, Alaska",2,,58660
88,145.7821943,"Pelican city, Alaska",2,,59650
65,2.486811235,"Pilot Point city, Alaska",2,,60640
607,358.7449735,"Pilot Station city, Alaska",2,,60750
66,1.464288867,"Platinum city, Alaska",2,,61080
692,143.6215722,"Point Hope city, Alaska",2,,61630
54,15.56045397,"Port Alexander city, Alaska",2,,62510
97,1.91583688,"Port Heiden city, Alaska",2,,63390
194,30.40360522,"Port Lions city, Alaska",2,,63610
699,159.7729021,"Quinhagak city, Alaska",2,,64600
163,21.36389083,"Ruby city, Alaska",2,,65590
331,59.30570093,"Russian Mission city, Alaska",2,,65700
105,3.021564873,"St. George city, Alaska",2,,65800
550,12.41802854,"St. Mary's city, Alaska",2,,66140
413,20.63068195,"St. Michael city, Alaska",2,,66360
495,12.27871711,"St. Paul city, Alaska",2,,66470
1044,136.3498228,"Sand Point city, Alaska",2,,67020
705,115.6583445,"Savoonga city, Alaska",2,,67460
418,428.0885569,"Saxman city, Alaska",2,,67570
519,831.161206,"Scammon Bay city, Alaska",2,,67680
849,290.0107149,"Selawik city, Alaska",2,,68230
276,754.7947682,"Seldovia city, Alaska",2,,68340
2787,197.4912786,"Seward city, Alaska",2,,68560
81,7.310399525,"Shageluk city, Alaska",2,,68670
258,246.3785824,"Shaktoolik city, Alaska",2,,68890
614,276.2472941,"Shishmaref city, Alaska",2,,69770
269,30.16354796,"Shungnak city, Alaska",2,,70100
8830,3.076244489,"Sitka city and borough, Alaska",2,,70540
4617,669.4921068,"Soldotna city, Alaska",2,,71640
572,15.72639454,"Stebbins city, Alaska",2,,72960
258,23.36823678,"Tanana city, Alaska",2,,75160
236,124.9515858,"Teller city, Alaska",2,,75930
130,9.164554572,"Tenakee Springs city, Alaska",2,,76260
485,18.24829396,"Thorne Bay city, Alaska",2,,77140
855,19.24926251,"Togiak city, Alaska",2,,77690
657,20.12916182,"Toksook Bay city, Alaska",2,,78240
708,194.8331247,"Unalakleet city, Alaska",2,,80660
4437,39.68828397,"Unalaska city, Alaska",2,,80770
231,62.65031113,"Upper Kalskag city, Alaska",2,,81320
3862,17.8600843,"Valdez city, Alaska",2,,82200
573,31.94185805,"Wainwright city, Alaska",2,,82750
149,59.01583622,"Wales city, Alaska",2,,82860
9748,781.5520596,"Wasilla city, Alaska",2,,83080
203,112.587653,"White Mountain city, Alaska",2,,84070
214,17.51733006,"Whittier city, Alaska",2,,84510
2411,0.948655819,"Wrangell city and borough, Alaska",2,,86380
39954,1147.977551,"Apache Junction city, Arizona",4,,2830
82881,1831.663194,"Avondale city, Arizona",4,,4720
4870,116.9651948,"Benson city, Arizona",4,,5770
5221,1011.451017,"Bisbee city, Arizona",4,,6260
64629,164.7586941,"Buckeye city, Arizona",4,,7940
39970,673.0907539,"Bullhead City city, Arizona",4,,8220
11238,260.6304118,"Camp Verde town, Arizona",4,,9690
3724,422.9540729,"Carefree town, Arizona",4,,10180
54534,494.8710076,"Casa Grande city, Arizona",4,,10530
5476,145.2188112,"Cave Creek town, Arizona",4,,11300
247477,3811.774314,"Chandler city, Arizona",4,,12000
11250,177.5249491,"Chino Valley town, Arizona",4,,12840
4272,409.8894648,"Clarkdale town, Arizona",4,,13890
3734,255.6694821,"Clifton town, Arizona",4,,14380
4818,466.3524448,"Colorado City town, Arizona",4,,14870
12528,221.7800501,"Coolidge city, Arizona",4,,15500
11990,722.2786535,"Cottonwood city, Arizona",4,,16410
4049,217.8174316,"Dewey-Humboldt town, Arizona",4,,19145
16604,1661.906695,"Douglas city, Arizona",4,,20050
804,373.6244611,"Duncan town, Arizona",4,,20750
4988,443.8396321,"Eagar town, Arizona",4,,20960
35043,3544.15579,"El Mirage city, Arizona",4,,22220
17442,155.0157485,"Eloy city, Arizona",4,,22360
71459,1104.446698,"Flagstaff city, Arizona",4,,23620
25779,411.9094039,"Florence town, Arizona",4,,23760
24482,1207.716251,"Fountain Hills town, Arizona",4,,25300
1323,155.5892188,"Fredonia town, Arizona",4,,25720
2071,32.17551407,"Gila Bend town, Arizona",4,,27050
237133,3487.151812,"Gilbert town, Arizona",4,,27400
245895,4161.718537,"Glendale city, Arizona",4,,27820
7376,404.7702465,"Globe city, Arizona",4,,28030
77258,404.0705485,"Goodyear city, Arizona",4,,28380
6336,7882.093498,"Guadalupe town, Arizona",4,,30270
635,501.844988,"Hayden town, Arizona",4,,32020
5074,292.5569308,"Holbrook city, Arizona",4,,33280
1744,617.0424691,"Huachuca City town, Arizona",4,,34120
455,526.7087845,"Jerome town, Arizona",4,,36290
2075,768.0521276,"Kearny town, Arizona",4,,37200
29029,833.688092,"Kingman city, Arizona",4,,37620
53743,1163.853105,"Lake Havasu City city, Arizona",4,,39370
5766,1752.019498,"Litchfield Park city, Arizona",4,,41330
1519,1610.101059,"Mammoth town, Arizona",4,,43990
43474,359.4345538,"Marana town, Arizona",4,,44270
46903,1143.577063,"Maricopa city, Arizona",4,,44410
484587,3514.650545,"Mesa city, Arizona",4,,46000
1781,2031.234328,"Miami town, Arizona",4,,46350
20008,961.1464666,"Nogales city, Arizona",4,,49640
43781,1228.659919,"Oro Valley town, Arizona",4,,51600
7599,198.9647652,"Page city, Arizona",4,,51810
14355,931.6543285,"Paradise Valley town, Arizona",4,,52930
3026,137.6913651,"Parker town, Arizona",4,,53070
878,681.9216147,"Patagonia town, Arizona",4,,53490
15476,799.8787148,"Payson town, Arizona",4,,53700
164173,934.4947725,"Peoria city, Arizona",4,,54050
1615017,3119.936966,"Phoenix city, Arizona",4,,55000
2505,377.868642,"Pima town, Arizona",4,,55560
4378,391.963297,"Pinetop-Lakeside town, Arizona",4,,55980
42513,946.3320126,"Prescott city, Arizona",4,,57380
43132,1057.123964,"Prescott Valley town, Arizona",4,,57450
3644,100.3938923,"Quartzsite town, Arizona",4,,58010
35524,1217.867172,"Queen Creek town, Arizona",4,,58150
9604,1125.653782,"Safford city, Arizona",4,,62000
28794,915.2239915,"Sahuarita town, Arizona",4,,62140
3568,137.7184039,"St. Johns city, Arizona",4,,62350
32148,942.7787355,"San Luis city, Arizona",4,,63470
246645,1340.87569,"Scottsdale city, Arizona",4,,65000
10397,546.2880158,"Sedona city, Arizona",4,,65350
11096,169.4062288,"Show Low city, Arizona",4,,66470
43208,283.8311843,"Sierra Vista city, Arizona",4,,66820
5764,171.9515339,"Snowflake town, Arizona",4,,67800
14970,2018.327639,"Somerton city, Arizona",4,,68080
5645,5513.185302,"South Tucson city, Arizona",4,,68850
1995,173.1138164,"Springerville town, Arizona",4,,68990
2287,63.27491852,"Star Valley town, Arizona",4,,69480
2999,1601.450083,"Superior town, Arizona",4,,71300
132677,1230.183998,"Surprise city, Arizona",4,,71510
4217,129.1074287,"Taylor town, Arizona",4,,72420
182498,4566.364927,"Tempe city, Arizona",4,,73000
5027,749.7110921,"Thatcher town, Arizona",4,,73420
7178,1244.122094,"Tolleson city, Arizona",4,,74190
1300,301.3325188,"Tombstone city, Arizona",4,,74400
530706,2299.338124,"Tucson city, Arizona",4,,77000
591,35.13169617,"Tusayan town, Arizona",4,,77490
2968,102.7897597,"Wellton town, Arizona",4,,81480
7115,295.0905283,"Wickenburg town, Arizona",4,,82740
3511,571.0201107,"Willcox city, Arizona",4,,83090
3159,72.07548771,"Williams city, Arizona",4,,83160
346,501.8639785,"Winkelman town, Arizona",4,,83790
9754,794.6121631,"Winslow city, Arizona",4,,83930
6759,4545.42664,"Youngtown town, Arizona",4,,85400
94906,784.2193756,"Yuma city, Arizona",4,,85540
203,214.9498565,"Adona city, Arkansas",5,,250
2820,1245.512271,"Alexander city, Arkansas",5,,580
119,946.4964085,"Alicia town, Arkansas",5,,700
113,648.5774842,"Allport town, Arkansas",5,,940
5672,1008.079571,"Alma city, Arkansas",5,,970
271,686.9510581,"Almyra town, Arkansas",5,,1030
394,295.315484,"Alpena town, Arkansas",5,,1060
869,411.1956561,"Altheimer city, Arkansas",5,,1150
725,400.5589185,"Altus city, Arkansas",5,,1210
92,829.2259153,"Amagon town, Arkansas",5,,1270
701,213.9222407,"Amity city, Arkansas",5,,1360
151,1337.323385,"Anthonyville town, Arkansas",5,,1457
112,224.2425987,"Antoine town, Arkansas",5,,1540
10793,1486.561553,"Arkadelphia city, Arkansas",5,,1870
323,672.4072963,"Arkansas City city, Arkansas",5,,1990
4472,633.1975252,"Ashdown city, Arkansas",5,,2380
1076,175.7363975,"Ash Flat city, Arkansas",5,,2470
3059,496.7927198,"Atkins city, Arkansas",5,,2590
148,419.3624244,"Aubrey town, Arkansas",5,,2680
2020,1031.276447,"Augusta city, Arkansas",5,,2740
3722,1199.604941,"Austin city, Arkansas",5,,2860
512,281.2785916,"Avoca town, Arkansas",5,,3040
2907,607.3575502,"Bald Knob city, Arkansas",5,,3280
120,311.3471537,"Banks town, Arkansas",5,,3430
4801,468.9266395,"Barling city, Arkansas",5,,3640
158,652.9124543,"Bassett town, Arkansas",5,,3940
10740,925.2715235,"Batesville city, Arkansas",5,,4030
492,156.2055483,"Bauxite town, Arkansas",5,,4090
1817,547.8703117,"Bay city, Arkansas",5,,4180
886,544.9670732,"Bearden city, Arkansas",5,,4420
100,273.0450569,"Beaver town, Arkansas",5,,4540
8120,803.5450536,"Beebe city, Arkansas",5,,4600
100,85.78266612,"Beedeville town, Arkansas",5,,4720
28406,627.522045,"Bella Vista city, Arkansas",5,,4840
481,720.6822028,"Bellefonte town, Arkansas",5,,4900
427,226.1334536,"Belleville city, Arkansas",5,,4960
144,36.43186733,"Ben Lomond town, Arkansas",5,,5260
35775,1609.607304,"Benton city, Arkansas",5,,5290
47093,1495.611756,"Bentonville city, Arkansas",5,,5320
451,347.5906357,"Bergman town, Arkansas",5,,5440
5377,881.9244292,"Berryville city, Arkansas",5,,5560
2535,1073.710697,"Bethel Heights city, Arkansas",5,,5740
306,362.5496009,"Bigelow town, Arkansas",5,,5920
103,95.60065925,"Big Flat town, Arkansas",5,,5980
334,327.9682684,"Biggers town, Arkansas",5,,6040
38,423.4847249,"Birdsong town, Arkansas",5,,6340
268,598.7032441,"Black Oak town, Arkansas",5,,6610
622,194.0817591,"Black Rock city, Arkansas",5,,6700
95,213.7557153,"Black Springs town, Arkansas",5,,6730
305,308.4736196,"Blevins city, Arkansas",5,,7030
30,422.3908411,"Blue Eye town, Arkansas",5,,7150
121,112.8055735,"Blue Mountain town, Arkansas",5,,7210
116,50.9481874,"Bluff City town, Arkansas",5,,7270
14375,692.0314246,"Blytheville city, Arkansas",5,,7330
129,43.10768093,"Bodcaw town, Arkansas",5,,7450
555,202.4667607,"Bonanza city, Arkansas",5,,7540
2279,1585.341378,"Bono city, Arkansas",5,,7630
3898,999.097588,"Booneville city, Arkansas",5,,7720
759,859.8679588,"Bradford city, Arkansas",5,,8260
552,602.247941,"Bradley city, Arkansas",5,,8290
357,100.2474801,"Branch city, Arkansas",5,,8440
234,107.8937657,"Briarcliff city, Arkansas",5,,8665
2798,509.9523813,"Brinkley city, Arkansas",5,,8950
3098,411.3478072,"Brookland city, Arkansas",5,,9100
20005,962.1519497,"Bryant city, Arkansas",5,,9460
246,197.8763914,"Buckner city, Arkansas",5,,9550
1945,394.3937787,"Bull Shoals city, Arkansas",5,,9790
175,259.0939985,"Burdette town, Arkansas",5,,9880
25797,1277.969858,"Cabot city, Arkansas",5,,10300
604,206.2644843,"Caddo Valley town, Arkansas",5,,10360
488,163.3778789,"Caldwell town, Arkansas",5,,10450
74,75.94721949,"Cale town, Arkansas",5,,10480
1748,365.8432914,"Calico Rock city, Arkansas",5,,10570
460,395.8703823,"Calion city, Arkansas",5,,10600
11219,682.1629346,"Camden city, Arkansas",5,,10720
746,2637.005166,"Cammack Village city, Arkansas",5,,10780
239,138.5552928,"Campbell Station city, Arkansas",5,,10900
1276,550.0114565,"Caraway city, Arkansas",5,,11410
2172,444.1643204,"Carlisle city, Arkansas",5,,11500
316,322.6904379,"Carthage city, Arkansas",5,,11830
166,150.7462694,"Casa town, Arkansas",5,,11890
364,941.0908423,"Cash town, Arkansas",5,,11920
207,156.1517959,"Caulksville town, Arkansas",5,,12190
1893,727.673621,"Cave City city, Arkansas",5,,12280
3634,462.202553,"Cave Springs city, Arkansas",5,,12340
1371,155.3956756,"Cedarville city, Arkansas",5,,12520
12861,1093.6581,"Centerton city, Arkansas",5,,12820
492,219.9548855,"Central City town, Arkansas",5,,13120
2466,576.1664904,"Charleston city, Arkansas",5,,13300
4649,226.8392027,"Cherokee Village city, Arkansas",5,,13450
603,694.9865983,"Cherry Valley city, Arkansas",5,,13540
163,322.3143987,"Chester town, Arkansas",5,,13570
268,50.483005,"Chidester city, Arkansas",5,,13750
1455,797.3110639,"Clarendon city, Arkansas",5,,13990
353,29.51382724,"Clarkedale city, Arkansas",5,,14050
9524,513.5917764,"Clarksville city, Arkansas",5,,14140
2518,196.0803704,"Clinton city, Arkansas",5,,14260
1019,377.3597367,"Coal Hill city, Arkansas",5,,14500
506,1159.338763,"College City city, Arkansas",5,,14770
345,277.1022515,"Colt city, Arkansas",5,,14950
237,83.76727484,"Concord town, Arkansas",5,,15100
65300,1417.844921,"Conway city, Arkansas",5,,15190
68,21.55009742,"Corinth town, Arkansas",5,,15310
3118,1000.49663,"Corning city, Arkansas",5,,15460
948,380.3052691,"Cotter city, Arkansas",5,,15490
595,579.7083858,"Cotton Plant city, Arkansas",5,,15550
372,217.6686689,"Cove town, Arkansas",5,,15700
95,140.8181397,"Coy town, Arkansas",5,,15790
454,766.9908856,"Crawfordsville town, Arkansas",5,,15940
5128,859.8987933,"Crossett city, Arkansas",5,,16240
453,113.247453,"Cushman city, Arkansas",5,,16930
111,97.35036338,"Daisy town, Arkansas",5,,17140
379,201.366778,"Damascus town, Arkansas",5,,17290
2444,574.6245969,"Danville city, Arkansas",5,,17320
4601,1255.14393,"Dardanelle city, Arkansas",5,,17380
93,138.094601,"Datto town, Arkansas",5,,17410
1788,402.0455149,"Decatur city, Arkansas",5,,17740
117,105.5850238,"Delaplaine town, Arkansas",5,,18010
268,596.1722425,"Delight city, Arkansas",5,,18100
204,136.9406829,"Dell town, Arkansas",5,,18160
305,281.3213243,"Denning town, Arkansas",5,,18370
6565,1102.543482,"De Queen city, Arkansas",5,,18490
2735,768.2878641,"Dermott city, Arkansas",5,,18520
1631,795.0143199,"Des Arc city, Arkansas",5,,18550
583,560.8387545,"De Valls Bluff city, Arkansas",5,,18640
3143,1048.497912,"DeWitt city, Arkansas",5,,18790
786,292.9308093,"Diamond City city, Arkansas",5,,18850
1232,208.8016332,"Diaz city, Arkansas",5,,18940
1099,581.3075456,"Dierks city, Arkansas",5,,18970
299,457.2227561,"Donaldson town, Arkansas",5,,19450
1401,495.0800241,"Dover city, Arkansas",5,,19600
4289,1320.320983,"Dumas city, Arkansas",5,,19990
866,323.5331693,"Dyer city, Arkansas",5,,20200
376,388.7683216,"Dyess town, Arkansas",5,,20230
2276,701.8033512,"Earle city, Arkansas",5,,20320
851,1311.52835,"East Camden town, Arkansas",5,,20440
404,124.6642775,"Edmondson town, Arkansas",5,,20830
113,324.0872859,"Egypt town, Arkansas",5,,20920
538,1059.417382,"Elaine city, Arkansas",5,,20950
18339,1127.428917,"El Dorado city, Arkansas",5,,21070
2965,752.0408195,"Elkins city, Arkansas",5,,21190
2249,389.5421261,"Elm Springs city, Arkansas",5,,21430
350,352.6119271,"Emerson town, Arkansas",5,,21580
476,319.1857696,"Emmet city, Arkansas",5,,21610
2753,1265.46338,"England city, Arkansas",5,,21730
343,125.7788933,"Enola town, Arkansas",5,,21820
322,54.53128989,"Etowah town, Arkansas",5,,22120
2078,677.7377019,"Eudora city, Arkansas",5,,22180
2074,306.1362031,"Eureka Springs city, Arkansas",5,,22240
427,266.3839359,"Evening Shade city, Arkansas",5,,22360
134,283.9943276,"Everton town, Arkansas",5,,22450
2247,147.1712777,"Fairfield Bay city, Arkansas",5,,22660
87,136.9949945,"Fargo town, Arkansas",5,,23140
6804,692.2607808,"Farmington city, Arkansas",5,,23170
83826,1551.722427,"Fayetteville city, Arkansas",5,,23290
142,95.84401157,"Felsenthal town, Arkansas",5,,23320
174,85.29741939,"Fifty-Six city, Arkansas",5,,23680
218,702.5225632,"Fisher city, Arkansas",5,,23800
1340,731.7183253,"Flippin city, Arkansas",5,,24010
3955,585.014193,"Fordyce city, Arkansas",5,,24220
947,481.9711947,"Foreman city, Arkansas",5,,24250
14480,888.8124286,"Forrest City city, Arkansas",5,,24430
88133,1395.437166,"Fort Smith city, Arkansas",5,,24550
870,841.6263375,"Fouke city, Arkansas",5,,24640
165,281.0852896,"Fountain Hill town, Arkansas",5,,24670
511,130.9959972,"Fountain Lake town, Arkansas",5,,24700
60,341.5624025,"Fourche town, Arkansas",5,,24760
191,94.65504449,"Franklin town, Arkansas",5,,25030
340,368.1247165,"Fredonia (Biscoe) town, Arkansas",5,,25060
188,257.6280271,"Friendship town, Arkansas",5,,25180
